363,,
-0.0072,-0.5074,0.6378
0.306,-0.5925,0.3411
0.0243,-0.5273,0.6029
0.4435,-0.5578,0.196
0.4005,-0.3461,0.6514
0.5846,-0.2817,0.5564
0.1905,-0.467,0.6646
-0.0753,-0.4913,0.6381
0.7456,-0.3342,0.2919
0.1224,-0.485,0.6554
0.1912,-0.5896,0.1644
0.5279,-0.2923,0.5905
0.2794,-0.3741,0.6881
0.1924,-0.5757,0.4396
0.5832,-0.4844,0.2004
0.7229,-0.3656,0.2524
0.6596,-0.2454,0.4918
0.0029,-0.5479,0.4963
0.0385,-0.5367,0.5429
0.5059,-0.5181,0.1933
0.2244,-0.5809,0.2177
0.6715,-0.4149,0.2297
0.0915,-0.5667,0.4198
-0.0757,-0.495,0.5929
-0.1106,-0.4965,0.5732
0.7063,-0.2331,0.4331
0.219,-0.5758,0.3404
0.446,-0.5294,0.1856
0.2864,-0.3468,0.6874
0.7426,-0.2448,0.3567
0.5501,-0.4786,0.1882
0.1837,-0.4569,0.6461
0.1468,-0.5647,0.2379
0.3173,-0.3236,0.6783
-0.0271,-0.5106,0.513
0.7488,-0.27,0.296
0.212,-0.3946,0.6821
-0.0717,-0.5119,0.4659
0.1126,-0.5548,0.3218
0.7268,-0.3192,0.2579
0.3378,-0.5407,0.2086
0.5373,-0.2444,0.5753
0.4531,-0.2759,0.6217
0.6087,-0.219,0.5224
-0.0086,-0.5247,0.4255
0.1482,-0.4575,0.6344
0.6786,-0.1935,0.4535
0.2598,-0.3271,0.6924
-0.0532,-0.5244,0.3426
0.0215,-0.5322,0.3374
0.6213,-0.4128,0.1998
-0.0738,-0.5074,0.4125
0.3721,-0.5187,0.1854
0.1977,-0.4277,0.6506
0.6955,-0.3446,0.2376
0.7244,-0.2018,0.3728
0.4842,-0.4769,0.1758
0.0016,-0.4471,0.6059
0.7383,-0.2148,0.3173
0.5036,-0.2359,0.5855
0.5811,-0.4173,0.1835
0.0579,-0.4361,0.6272
0.1996,-0.5259,0.2976
0.2312,-0.3141,0.6936
0.2843,-0.5111,0.27
0.6241,-0.1642,0.4869
0.7227,-0.2545,0.2707
0.2033,-0.3744,0.6643
0.3729,-0.2587,0.6457
0.6747,-0.1619,0.4259
0.3293,-0.4926,0.2076
0.6955,-0.2949,0.2495
0.1756,-0.3902,0.6492
0.0704,-0.457,0.5355
0.3957,-0.4629,0.1647
0.2495,-0.4984,0.3462
0.5228,-0.2026,0.5602
0.7083,-0.1749,0.3502
0.5953,-0.368,0.185
0.5185,-0.4097,0.1664
0.0814,-0.4556,0.5031
0.6338,-0.3431,0.2243
0.1706,-0.4815,0.3542
0.7109,-0.1998,0.2921
0.0341,-0.4188,0.5496
0.0859,-0.3638,0.6512
0.2026,-0.3051,0.6735
0.0552,-0.4408,0.4597
0.0935,-0.457,0.3886
0.5655,-0.1441,0.5091
0.2942,-0.2493,0.6602
0.3389,-0.4427,0.1973
0.4167,-0.2158,0.607
0.1902,-0.3216,0.6567
0.6776,-0.2366,0.256
-0.0008,-0.3765,0.5739
0.5407,-0.3552,0.1806
0.0063,-0.3416,0.6297
0.6513,-0.2708,0.2498
0.4496,-0.1841,0.5843
0.27,-0.4487,0.3433
0.3078,-0.4429,0.2776
0.4265,-0.3949,0.1579
-0.0186,-0.386,0.5139
0.6163,-0.121,0.4378
-0.0073,-0.3907,0.4783
0.1256,-0.297,0.6631
0.3577,-0.2118,0.6207
0.03,-0.3988,0.4227
0.5651,-0.3247,0.2335
-0.011,-0.2832,0.6596
0.1029,-0.2782,0.669
0.2002,-0.4239,0.3447
0.6559,-0.137,0.3501
-0.0678,-0.3067,0.6086
0.6625,-0.1854,0.2855
0.2332,-0.2441,0.6562
-0.0668,-0.3341,0.5444
0.3575,-0.384,0.1909
0.4897,-0.1332,0.5344
0.6341,-0.2218,0.2568
0.0133,-0.2493,0.67
0.4578,-0.3443,0.1844
0.0936,-0.3927,0.3641
0.6014,-0.1107,0.4157
-0.0423,-0.3511,0.4516
0.2329,-0.4014,0.3261
0.6185,-0.118,0.3813
0.3622,-0.1779,0.6028
0.5801,-0.2633,0.2574
-0.0873,-0.24,0.6305
-0.0462,-0.2192,0.6623
-0.1144,-0.272,0.5673
0.6091,-0.2208,0.2638
0.3253,-0.3745,0.27
-0.1077,-0.2913,0.5112
0.115,-0.217,0.663
0.2321,-0.2065,0.6418
0.3929,-0.3428,0.2027
0.5728,-0.1094,0.4241
0.0017,-0.3455,0.3711
0.119,-0.3665,0.3189
-0.0957,-0.2999,0.4565
0.4707,-0.3152,0.2479
-0.0354,-0.1947,0.6601
0.5313,-0.1089,0.4643
0.1578,-0.205,0.6513
0.5877,-0.1171,0.3893
0.0324,-0.1942,0.6651
-0.1312,-0.2185,0.5894
0.4127,-0.1331,0.5523
0.5673,-0.2219,0.2811
0.2412,-0.3537,0.3048
0.5887,-0.1791,0.3045
-0.1365,-0.235,0.5295
0.2838,-0.1686,0.6073
0.5706,-0.1282,0.3718
0.0367,-0.1584,0.6517
0.4958,-0.2556,0.2751
0.128,-0.3254,0.3003
-0.068,-0.1591,0.6323
0.372,-0.3072,0.2718
-0.1157,-0.2479,0.4391
0.4674,0.198,0.0561
-0.0146,-0.2876,0.3389
0.0509,-0.2966,0.3077
-0.1234,-0.1562,0.586
0.4529,-0.1168,0.4848
-0.0761,-0.2564,0.3786
0.487,0.1542,0.0949
0.1829,-0.142,0.6165
-0.0795,-0.0551,0.6553
0.386,0.2919,0.0829
0.4878,-0.2136,0.3005
-0.1654,-0.0323,0.6361
-0.082,0.011,0.6589
0.3157,-0.1279,0.5625
0.4151,0.234,0.082
0.003,-0.0597,0.6463
0.5025,-0.1787,0.3315
0.2645,-0.2822,0.2887
-0.148,-0.1545,0.5232
0.0694,-0.1113,0.625
0.4874,-0.1318,0.4049
-0.0552,-0.0982,0.6178
-0.182,0.0304,0.6303
0.0087,-0.016,0.6406
0.3914,-0.2388,0.2925
0.4533,0.1437,0.1296
0.0667,-0.2532,0.3116
-0.1504,-0.0567,0.5886
0.3845,0.238,0.1462
0.1476,-0.2534,0.2982
-0.1198,-0.1714,0.4365
0.3515,-0.1134,0.5081
-0.1597,0.0942,0.6109
-0.0275,0.2512,-0.1689
0.4022,-0.2004,0.314
-0.0712,-0.194,0.3743
-0.0668,0.0862,0.618
0.4492,0.1131,0.2017
0.0925,-0.0322,0.6043
-0.0116,0.2203,-0.1604
0.0146,-0.2163,0.3298
0.1919,-0.073,0.5717
0.0074,0.0411,0.6098
-0.2016,0.0258,0.5649
0.3562,0.2142,0.1335
0.28,-0.216,0.3001
-0.0226,0.2585,-0.1266
0.3972,-0.1611,0.3508
0.4396,0.0699,0.2498
-0.1338,-0.0791,0.5138
0.3849,-0.1218,0.4248
0.0002,0.0966,0.5877
-0.0684,0.1317,0.5833
0.3318,0.2239,0.1945
0.2558,-0.0772,0.5188
0.37,0.1542,0.159
-0.0817,0.2751,-0.1047
0.1776,-0.1976,0.3046
0.0116,0.1845,-0.093
0.1721,-0.0061,0.5444
0.2876,-0.1783,0.3139
0.0843,0.046,0.5641
-0.1725,0.1046,0.5482
-0.0992,-0.1004,0.4277
-0.0413,0.19,-0.0787
0.3563,0.1357,0.2249
-0.0497,-0.1285,0.3812
-0.1941,0.0069,0.4842
-0.1848,0.0103,0.4862
-0.0402,0.1523,0.5361
0.076,0.1206,0.527
0.3751,0.0593,0.2704
0.2902,0.2029,0.2635
0.0192,0.1196,-0.0451
0.1476,-0.1588,0.3237
0.032,-0.1413,0.353
-0.1388,0.1534,0.5209
0.3279,0.1359,0.2951
0.3517,0.0709,0.3269
0.2975,-0.0858,0.4225
0.2911,-0.1265,0.3456
-0.0117,0.1134,-0.0351
0.2709,0.2064,0.2348
0.2162,-0.0075,0.486
0.1695,0.0409,0.4989
-0.0686,0.2521,-0.022
-0.1654,0.089,0.4674
-0.1373,-0.0118,0.4061
0.0462,0.1691,0.0305
0.245,0.1508,0.3233
0.123,0.1196,0.4564
0.195,0.0658,0.4382
0.2525,0.15,0.2477
0.1711,-0.0963,0.3453
0.2579,0.0648,0.3769
0.2414,-0.0153,0.4075
-0.0498,0.2011,0.0287
0.2317,-0.0552,0.3706
-0.1442,0.1573,0.4466
0.0649,0.0975,0.0656
-0.0644,-0.0346,0.3549
-0.0026,0.0968,0.0596
0.2662,0.0604,0.299
-0.015,0.1617,0.4475
0.0336,-0.0609,0.3392
0.2084,-0.0008,0.3627
0.167,0.141,0.3349
-0.1105,0.0634,0.3876
0.0709,0.153,0.1447
0.1522,-0.0051,0.3338
0.1289,0.1108,0.3649
-0.0245,0.1886,0.1357
0.1009,0.0813,0.18
-0.0526,0.0313,0.3442
-0.103,0.1301,0.3754
0.0001,0.095,0.1698
0.1089,0.1384,0.2499
0.0915,0.0404,0.2418
0.0643,0.0436,0.2312
0.0315,0.0236,0.3124
0.0061,0.1384,0.3623
0.1278,0.0786,0.292
0.0135,0.1628,0.2343
-0.005,0.1166,0.2768

